================================================================================
KCOR v7.6 - Kirsch Cumulative Outcomes Ratio Analysis
================================================================================
Analysis Date: 2026-06-01 19:33:23
Mode: Monte Carlo Audit n=100 (Monte Carlo)
Input File: data/Czech/KCOR_CMR_MC_audit_100.xlsx
Output File: data/Czech/KCOR_MC_audit_100.xlsx
Log File: data/Czech/KCOR_MC_audit_100_summary.log
[DEBUG] Loaded dose pairs config from /mnt/c/Users/stk/Documents/GitHub/KCOR/data/Czech/Czech.yaml
[DEBUG] Loaded NPH_correction config from /mnt/c/Users/stk/Documents/GitHub/KCOR/data/Czech/Czech.yaml
[DEBUG] Loaded 4 theta estimation window(s) from /mnt/c/Users/stk/Documents/GitHub/KCOR/data/Czech/Czech.yaml
[DEBUG] Loaded Gompertz theta fit config from /mnt/c/Users/stk/Documents/GitHub/KCOR/data/Czech/Czech.yaml: {'gamma_per_year': 0.085, 'k_anchor_weeks': 4, 'gamma_per_week': 0.0016346153846153847, 'k_anchor_tolerance': 0.2, 'convergence_tol': 1e-08, 'max_iterations': 25}
--------------------------------------------------------------------------------
Configuration Parameters (effective):
  KCOR_NORMALIZATION_WEEKS = 4
  DYNAMIC_HVE_SKIP_WEEKS = 2
  AGE_RANGE             = 10
  YEAR_RANGE            = (1920, 2009)
  ENROLLMENT_DATES      = None
  MC_ENROLLMENT_DATE    = 2021_24
  MC_YOB_RANGE          = 1940-1949
  MC_YOB_BUCKETS        = [1940]
  MC_INCLUDE_AGGREGATES = False
  DEBUG_VERBOSE         = True
  OVERRIDE_DOSE_PAIRS   = None
  OVERRIDE_YOBS         = None
  Reporting date calculation: 1 year from enrollment date
  NEGATIVE_CONTROL_MODE = 0
  THETA_ESTIMATION_WINDOWS = 2023-19..2023-40 (2023 post COVID); 2022-22..2022-25 (post booster); 2021-26..2021-36 (post primary); 2024-11..2024-14 (post 2024)
  THETA_IDENTIFIABILITY = min_quiet_deaths=30, theta0_max=100.0, action=set_zero
  GOMPERTZ_THETA_FIT     = gamma=0.085/yr, k_anchor_weeks=4, convergence_tol=1e-08, max_iterations=25, gamma_per_week=0.00163462
  NPH_CORRECTION        = 2021-41..2022-12, forced_alpha sensitivity=1.180, neutralization=symmetric_all_cohorts
  NORMALIZATION_METHOD  = KCOR7 (gamma-frailty inversion)
================================================================================

[INFO] Monte Carlo mode: Found 1 enrollment date sheet(s): ['2021_24']
[DEBUG] Limiting to age range: 1920-2009
[DEBUG] Limiting to enrollment dates: [2021_24] (processing 1 enrollment date sheet(s))
[Info] Processing sheet: 2021_24
[DEBUG] Input data for sheet 2021_24:
  Columns: ['ISOweekDied', 'YearOfBirth', 'Dose', 'DateDied', 'Dead', 'Alive', 'mc_id']
  Rows: 104400
  mc_id column: 104400/104400 non-NaN, unique values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
  mc_id range: 0 to 99
[INFO] Processing 100 Monte Carlo iteration(s): [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
  Alive column: 104400/104400 non-NaN, 104400/104400 > 0
  Alive range: 20164 to 300926
  Dead column: 104400/104400 non-NaN, range: 0 to 299
  ISOweekDied sample: ['2021-24', '2021-24', '2021-24']
[DEBUG] Monte Carlo mode: Filtered to YOB 1940-1949 (aggregates=False): 104400 rows
[DEBUG] Monte Carlo mode: Using enrollment date 06/14/2021 (2021-24) for iteration 2021_24
[DEBUG] Filtered to start from enrollment date: 104400 rows
[DEBUG] Monte Carlo mode: Filtered to doses [0, 1, 2] (max dose 2): 104400 rows
[DEBUG] Monte Carlo mode: Filtered to YOB buckets [1940] (aggregates=False): 104400 rows
[DEBUG] Sample ISOweekDied values: ['2021-24', '2021-24', '2021-24', '2021-24', '2021-24']
[DEBUG] Sample parsed ISO int values: [202124.0, 202124.0, 202124.0, 202124.0, 202124.0]
[DEBUG] Quiet window: 2023-01 (202301) to 2023-52 (202352)
[DEBUG] Valid ISO int values: 52200/52200
[DEBUG] ISO int range in data: 202124 to 202441
enroll | iter | YoB | dose | theta | k | relRMSE | bins
2021_24 | 17 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 18 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 19 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 20 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 21 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 22 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 23 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 24 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 25 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 26 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 27 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 28 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 29 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 30 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 31 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 32 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 33 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 34 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 35 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 36 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 37 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 38 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 39 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 40 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 41 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 42 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 43 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 44 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 45 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 46 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 47 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 48 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 49 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 50 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 51 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 52 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 53 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 54 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 55 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 56 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 57 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 58 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 59 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 60 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 61 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 62 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 63 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 64 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 65 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 66 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 67 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 68 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 69 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 70 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 71 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 72 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 73 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 74 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 75 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 76 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 77 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 78 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 79 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 80 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 81 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 82 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 83 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 84 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 85 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 86 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 87 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 88 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 89 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 90 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 91 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 92 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 93 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 94 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 95 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 96 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 97 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 98 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
2021_24 | 99 | 1940 | 2 | 0.000000e+00 | nan | nan | 41
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=0 alpha=1.1800 k_hat=0.0018442 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=0 alpha=1.1800 k_hat=0.00169174 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=0 alpha=1.1800 k_hat=0.00177538 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=0 alpha=1.1800 k_hat=0.00182589 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=1 alpha=1.1800 k_hat=0.000501253 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=1 alpha=1.1800 k_hat=0.000556474 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=1 alpha=1.1800 k_hat=0.000594124 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=1 alpha=1.1800 k_hat=0.000485192 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=2 alpha=1.1800 k_hat=0.000316541 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=2 alpha=1.1800 k_hat=0.000357484 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=2 alpha=1.1800 k_hat=0.000376651 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[NPH_POST_INV] enroll=2021_24 yob=1940 dose=2 alpha=1.1800 k_hat=0.000441759 f_min=1.0000 f_max=1.0000 max_abs_H_change=0 wave_points=24 corrected=0 skipped_nonpos=24
[MC] Wrote iteration 2021_24 to sheet '2021_24' (52500 rows)
[MC] Wrote Monte Carlo output to data/Czech/KCOR_MC_audit_100.xlsx
[MC Summary] Creating summary with 300 data points

================================================================================
MONTE CARLO SUMMARY - KCOR VALUES AT REPORTING DATE (2021_24)
================================================================================

Dose combination: 1 vs 0 - Year 1940
------------------------------------------------------------
   Iteration         KCOR
-------------------------
           0       0.9877
           1       0.9789
           2       1.1621
           3       1.0158
           4       1.0005
           5       0.9998
           6       1.0228
           7       0.9958
           8       1.0673
           9       1.1115
          10       1.1050
          11       0.9980
          12       1.0734
          13       1.0999
          14       1.0684
          15       1.0124
          16       1.1568
          17       1.0756
          18       1.2000
          19       0.9436
          20       1.1409
          21       1.0459
          22       1.0649
          23       1.1144
          24       1.0570
          25       1.0636
          26       1.0798
          27       1.0233
          28       1.1058
          29       1.1139
          30       1.0408
          31       1.0403
          32       1.1440
          33       1.0298
          34       1.1242
          35       1.0869
          36       1.0674
          37       1.0602
          38       1.0507
          39       0.9843
          40       1.0099
          41       1.0894
          42       1.0293
          43       0.9978
          44       0.9760
          45       1.0284
          46       1.0273
          47       1.0869
          48       1.0571
          49       1.0999
          50       1.0930
          51       1.0468
          52       0.9527
          53       1.0968
          54       1.0690
          55       1.1007
          56       1.0958
          57       0.9708
          58       0.9615
          59       1.0996
          60       1.0350
          61       1.0915
          62       1.0481
          63       1.0963
          64       1.2755
          65       1.0082
          66       1.1415
          67       0.9676
          68       1.0340
          69       1.0799
          70       1.1311
          71       1.0313
          72       1.1521
          73       0.9766
          74       1.0602
          75       1.0682
          76       1.0816
          77       0.9255
          78       1.0454
          79       1.1006
          80       1.0528
          81       1.0979
          82       1.0427
          83       1.0947
          84       1.0470
          85       1.1065
          86       0.9328
          87       1.0325
          88       1.0011
          89       0.9618
          90       0.9798
          91       1.0506
          92       1.0777
          93       1.0407
          94       1.1140
          95       1.0781
          96       1.0462
          97       1.0217
          98       1.0377
          99       1.1131

Dose combination: 2 vs 0 - Year 1940
------------------------------------------------------------
   Iteration         KCOR
-------------------------
           0       1.2234
           1       1.2985
           2       1.2748
           3       1.3172
           4       1.2666
           5       1.3163
           6       1.2571
           7       1.2053
           8       1.2188
           9       1.2365
          10       1.2565
          11       1.2704
          12       1.2665
          13       1.3492
          14       1.2885
          15       1.1921
          16       1.3931
          17       1.2270
          18       1.3980
          19       1.2824
          20       1.3005
          21       1.2858
          22       1.3395
          23       1.2338
          24       1.2470
          25       1.2600
          26       1.3198
          27       1.2883
          28       1.3179
          29       1.3228
          30       1.3037
          31       1.3380
          32       1.2823
          33       1.2444
          34       1.3384
          35       1.2526
          36       1.2602
          37       1.2789
          38       1.3032
          39       1.3161
          40       1.3455
          41       1.2681
          42       1.2562
          43       1.2329
          44       1.3317
          45       1.2556
          46       1.3756
          47       1.3106
          48       1.3256
          49       1.2864
          50       1.3051
          51       1.2260
          52       1.2585
          53       1.2922
          54       1.2575
          55       1.3735
          56       1.3476
          57       1.2735
          58       1.2051
          59       1.3020
          60       1.3230
          61       1.2872
          62       1.2525
          63       1.2106
          64       1.3211
          65       1.2356
          66       1.3410
          67       1.3115
          68       1.3508
          69       1.3282
          70       1.2513
          71       1.2959
          72       1.3469
          73       1.2399
          74       1.2874
          75       1.2748
          76       1.3220
          77       1.3261
          78       1.3353
          79       1.2611
          80       1.3097
          81       1.2386
          82       1.3040
          83       1.3304
          84       1.3174
          85       1.2969
          86       1.2125
          87       1.2626
          88       1.2217
          89       1.2735
          90       1.2803
          91       1.3037
          92       1.3698
          93       1.2778
          94       1.2674
          95       1.2971
          96       1.2916
          97       1.3071
          98       1.3475
          99       1.3031

Dose combination: 2 vs 1 - Year 1940
------------------------------------------------------------
   Iteration         KCOR
-------------------------
           0       1.2386
           1       1.3264
           2       1.0970
           3       1.2966
           4       1.2660
           5       1.3166
           6       1.2290
           7       1.2104
           8       1.1419
           9       1.1124
          10       1.1372
          11       1.2730
          12       1.1799
          13       1.2266
          14       1.2060
          15       1.1774
          16       1.2043
          17       1.1407
          18       1.1649
          19       1.3591
          20       1.1399
          21       1.2294
          22       1.2578
          23       1.1072
          24       1.1797
          25       1.1846
          26       1.2223
          27       1.2589
          28       1.1918
          29       1.1875
          30       1.2526
          31       1.2863
          32       1.1209
          33       1.2084
          34       1.1905
          35       1.1524
          36       1.1806
          37       1.2063
          38       1.2403
          39       1.3371
          40       1.3323
          41       1.1640
          42       1.2204
          43       1.2357
          44       1.3645
          45       1.2209
          46       1.3391
          47       1.2058
          48       1.2540
          49       1.1695
          50       1.1941
          51       1.1712
          52       1.3210
          53       1.1782
          54       1.1763
          55       1.2478
          56       1.2298
          57       1.3119
          58       1.2533
          59       1.1840
          60       1.2782
          61       1.1793
          62       1.1950
          63       1.1043
          64       1.0357
          65       1.2256
          66       1.1747
          67       1.3554
          68       1.3063
          69       1.2299
          70       1.1063
          71       1.2566
          72       1.1692
          73       1.2696
          74       1.2143
          75       1.1934
          76       1.2222
          77       1.4329
          78       1.2773
          79       1.1458
          80       1.2440
          81       1.1282
          82       1.2505
          83       1.2152
          84       1.2583
          85       1.1720
          86       1.2998
          87       1.2229
          88       1.2203
          89       1.3240
          90       1.3067
          91       1.2409
          92       1.2711
          93       1.2278
          94       1.1378
          95       1.2031
          96       1.2345
          97       1.2794
          98       1.2985
          99       1.1707

================================================================================
SUMMARY STATISTICS
================================================================================

Dose combination: 1 vs 0 - Year 1940
------------------------------------------------------------
  Iterations: 100
  Mean KCOR:   1.0568
  Median KCOR: 1.0570
  Std Dev:     0.0590
  Min:         0.9255
  Max:         1.2755
  2.5th %ile:  0.9479
  25th %ile:   1.0225
  75th %ile:   1.0964
  97.5th %ile: 1.1596
  95% Range:   [0.9479, 1.1596]

Dose combination: 2 vs 0 - Year 1940
------------------------------------------------------------
  Iterations: 100
  Mean KCOR:   1.2892
  Median KCOR: 1.2884
  Std Dev:     0.0441
  Min:         1.1921
  Max:         1.3980
  2.5th %ile:  1.2078
  25th %ile:   1.2574
  75th %ile:   1.3201
  97.5th %ile: 1.3746
  95% Range:   [1.2078, 1.3746]

Dose combination: 2 vs 1 - Year 1940
------------------------------------------------------------
  Iterations: 100
  Mean KCOR:   1.2229
  Median KCOR: 1.2216
  Std Dev:     0.0687
  Min:         1.0357
  Max:         1.4329
  2.5th %ile:  1.1052
  25th %ile:   1.1780
  75th %ile:   1.2607
  97.5th %ile: 1.3573
  95% Range:   [1.1052, 1.3573]

================================================================================
[Summary] Creating summary file: data/Czech/KCOR_summary.xlsx
  - 2021_24: 3 dose combinations, 307 summary rows
  - theta0_status_summary: 1 enrollment rows (file=data/Czech/KCOR_summary.xlsx, sheet=theta0_status_summary)
    2021_24: any_non_ok_status=False, quality_flag=False, quality_flag_detail=
[Summary] Created summary with 1 enrollment periods
[KCOR] Completed at: 2026-06-01 19:41:00
[KCOR] Elapsed time: 0:07:37
