enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last,optimizer_success,optimizer_fun,optimizer_nfev,optimizer_nit,optimizer_message,param_C_valid,param_ka_valid,param_kb_valid,param_tau_valid
2021_20,linear,1970,1,120,0.003457268,-10.18910761,,,,0.385287543,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-11.2414404,-9.504597837,-10.24253539,3.06E-05,3.50E-05,1.32E-05,1.76E-05,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1970,1,153,0.003457268,-10.39647217,-0.838108288,0.002705418,0.123837822,0.369482956,,,-10.62010027,-0.336450408,0.056657878,50.66666667,0,152,76,-11.24304838,-9.504597837,-10.29430417,3.06E-05,2.18E-05,1.32E-05,1.76E-05,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,1970,1,153,0.003457268,-10.60410932,0.006902546,-1.044520886,18873.49301,0.366394351,,,-10.62010027,-0.336450408,0.056657878,50.66666667,0,152,76,-11.24304838,-9.504597837,-10.29430417,3.06E-05,2.18E-05,1.32E-05,1.76E-05,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1970,1,153,0.003457268,-10.48808148,0.003087802,0.003356786,50.666663,0.374303151,,,-10.54504957,0.002678895,0.0001,50.66666667,0,152,76,-11.24304838,-9.504597837,-10.29430417,3.06E-05,2.18E-05,1.32E-05,1.76E-05,0,1,151,152,2021-20,2024-16,TRUE,22.21055004,200,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1970,2,119,0.002119818,-10.28817849,,,,0.534352264,linear_fit_t_mean=76.000000,,,,,,33,152,92.3697479,-11.77935836,-9.380006426,-10.396916,4.60E-05,3.06E-05,1.54E-05,5.38E-05,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1970,2,150,0.002119818,-10.45688749,-2.57E-05,0.25780509,18157.07319,0.512045506,,,-10.34124468,0.510863888,0.001,49.66666667,0,149,74.5,-11.77990215,-9.380006426,-10.40619289,2.30E-05,3.83E-05,1.54E-05,5.38E-05,0,1,148,149,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,1970,2,150,0.002119818,-10.46337834,0.000238242,2.212013697,208180.9168,0.512053827,,,-10.34124468,0.510863888,0.001,49.66666667,0,149,74.5,-11.77990215,-9.380006426,-10.40619289,2.30E-05,3.83E-05,1.54E-05,5.38E-05,0,1,148,149,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1970,2,136,0.002119818,-10.44382902,0.001676528,0.0019329,45.66664897,0.535393114,,,-10.61254719,0.002716882,0.000697677,45.66666667,0,152,76.62666667,-11.77990215,-9.380006426,-10.40619289,2.30E-05,3.83E-05,1.54E-05,5.38E-05,0,1,151,152,2021-20,2024-16,TRUE,27.3943105,285,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1980,0,120,0.000866356,-10.93610042,,,,0.232577929,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-11.5922843,-10.40703509,-10.95139309,2.26E-05,1.59E-05,1.51E-05,1.93E-05,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1980,0,153,0.000866356,-11.00323504,0.000602932,0.000602932,1700.285523,0.237278632,,,-11.33918029,0.167064981,0.014404995,50.66666667,0,152,76,-11.59415684,-10.40703509,-10.95741219,9.22E-06,1.09E-05,1.51E-05,1.93E-05,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm_invalid_params,1980,0,153,0.000866356,-11.03531272,0.001876611,0.352406041,-20961.64167,,invalid parameters from LM slope7 fit,,-11.33918029,0.167064981,0.014404995,50.66666667,0,152,76,-11.59415684,-10.40703509,-10.95741219,9.22E-06,1.09E-05,1.51E-05,1.93E-05,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1980,0,153,0.000866356,-11.00234055,0.000768437,0.000768475,50.66666461,0.237773347,,,-11.05901914,0.000602932,0.0001,50.66666667,0,152,76,-11.59415684,-10.40703509,-10.95741219,9.22E-06,1.09E-05,1.51E-05,1.93E-05,0,1,151,152,2021-20,2024-16,TRUE,14.254704,710,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1980,1,89,2.15E-05,-10.49948844,,,,0.546329846,linear_fit_t_mean=76.000000,,,,,,33,152,94.82022472,-11.19394535,-9.401373869,-10.61155695,1.38E-05,2.75E-05,2.76E-05,4.14E-05,33,35,150,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1980,1,116,2.15E-05,-10.59938716,-0.000433395,-0.000433395,1.419403007,0.541078817,,,-10.96362057,1.37E-05,0.549326876,38.33333333,0,115,57.5,-11.19468796,-9.401373869,-10.62430737,1.37E-05,1.37E-05,2.76E-05,4.14E-05,0,1,114,115,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,1980,1,116,2.15E-05,-11.12465807,0.054849639,-0.005371455,15.60262917,0.523306296,,,-10.96362057,1.37E-05,0.549326876,38.33333333,0,115,57.5,-11.19468796,-9.401373869,-10.62430737,1.37E-05,1.37E-05,2.76E-05,4.14E-05,0,1,114,115,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1980,1,116,2.15E-05,-10.50157825,2.20E-05,2.20E-05,50.66664738,0.555417524,,,-10.92592638,-0.000363659,0.0001,50.66666667,0,152,76.56034483,-11.19468796,-9.401373869,-10.62430737,1.37E-05,1.37E-05,2.76E-05,4.14E-05,0,2,150,152,2021-20,2024-16,TRUE,26.7514527,435,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1980,2,94,2.00E-05,-10.50449482,,,,0.484794116,linear_fit_t_mean=76.000000,,,,,,33,152,93.71276596,-11.19866667,-9.58714534,-10.61502864,4.11E-05,2.74E-05,1.37E-05,1.37E-05,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1980,2,115,2.00E-05,-10.28935049,-0.097719774,-0.000988051,2.805924456,0.464784657,,,-10.20085573,2.74E-05,0.001,38,0,114,57,-11.19925527,-9.58714534,-10.60921879,2.74E-05,2.74E-05,1.37E-05,1.37E-05,0,1,113,114,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,1980,2,115,2.00E-05,-10.6185964,0.003295481,-1.152527318,14060.93346,0.464136778,,,-10.20085573,2.74E-05,0.001,38,0,114,57,-11.19925527,-9.58714534,-10.60921879,2.74E-05,2.74E-05,1.37E-05,1.37E-05,0,1,113,114,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1980,2,107,2.00E-05,-10.50638663,2.02E-05,2.02E-05,45.66665497,0.484770432,,,-10.683987,-0.000780594,0.0001,45.66666667,0,152,79.90434783,-11.19925527,-9.58714534,-10.60921879,2.74E-05,2.74E-05,1.37E-05,1.37E-05,0,4,151,152,2021-20,2024-16,TRUE,19.53021346,330,24,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1990,0,120,9.78E-06,-11.60536308,,,,0.331819263,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-12.70450175,-10.96914713,-11.65223715,1.11E-05,8.10E-06,6.08E-06,7.09E-06,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,1990,0,153,9.78E-06,-11.78623892,0.001268309,0.001268309,213.4126718,0.329888437,,,-11.91572308,6.07E-06,0.168236633,50.66666667,0,152,76,-12.70465766,-10.96914713,-11.68984761,6.07E-06,6.07E-06,6.08E-06,7.09E-06,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,1990,0,153,9.78E-06,-12.00846684,0.010108688,-1.547919833,13348.49275,0.313970136,,,-11.91572308,6.07E-06,0.168236633,50.66666667,0,152,76,-12.70465766,-10.96914713,-11.68984761,6.07E-06,6.07E-06,6.08E-06,7.09E-06,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,1990,0,153,9.78E-06,-11.8436946,0.002073249,0.002268135,50.66665919,0.332984379,,,-11.91643572,0.001268306,0.0001,50.66666667,0,152,76,-12.70465766,-10.96914713,-11.68984761,6.07E-06,6.07E-06,6.08E-06,7.09E-06,0,1,151,152,2021-20,2024-16,TRUE,19.4237311,455,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1990,1,47,1.26E-05,-10.61498194,,,,0.428818981,linear_fit_t_mean=76.000000,,,,,,35,150,91.61702128,-10.61582443,-9.228671328,-10.37907578,2.45E-05,2.45E-05,2.46E-05,2.46E-05,35,38,147,150,2022-03,2024-14,,,,,,,,,
2021_20,slope7_success,1990,1,56,1.26E-05,-10.30889994,-0.051732501,0.00090904,2.165454347,0.348783519,,,-10.15394701,0.693196218,0.001,18.33333333,0,55,27.5,-10.61609416,-9.228671328,-10.39239043,2.45E-05,4.90E-05,2.46E-05,2.46E-05,0,1,54,55,2021-20,2024-14,,,,,,,,,
2021_20,slope7_lm_invalid_params,1990,1,56,1.26E-05,-10.51818004,0.013213976,3.004052274,-6418.004485,,invalid parameters from LM slope7 fit,,-10.15394701,0.693196218,0.001,18.33333333,0,55,27.5,-10.61609416,-9.228671328,-10.39239043,2.45E-05,4.90E-05,2.46E-05,2.46E-05,0,1,54,55,2021-20,2024-14,,,,,,,,,
2021_20,slope8,1990,1,56,1.26E-05,-10.61620267,1.31E-05,1.32E-05,50.00001033,0.41421849,,,-10.4461348,0.000206224,0.0001,50,0,150,79.83928571,-10.61609416,-9.228671328,-10.39239043,2.45E-05,4.90E-05,2.46E-05,2.46E-05,0,11,147,150,2021-20,2024-14,TRUE,6.24014521,485,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,1990,2,64,1.71E-05,-10.72617781,,,,0.494254002,linear_fit_t_mean=76.000000,,,,,,34,152,89.84375,-10.72720236,-9.340710522,-10.44543185,2.19E-05,2.19E-05,6.60E-05,4.40E-05,34,35,151,152,2022-02,2024-16,,,,,,,,,
2021_20,slope7_success,1990,2,83,1.71E-05,-10.51054577,-0.000783702,1.301202306,17712.43887,0.386027286,,,-10.72772878,2.19E-05,0.001,27.33333333,0,82,41,-10.72775071,-9.340710522,-10.45989496,2.19E-05,2.19E-05,6.60E-05,4.40E-05,0,1,81,82,2021-22,2024-16,,,,,,,,,
2021_20,slope7_lm,1990,2,83,1.71E-05,-10.51059406,-0.000780532,1.007301177,13723.01453,0.386027617,,,-10.72772878,2.19E-05,0.001,27.33333333,0,82,41,-10.72775071,-9.340710522,-10.45989496,2.19E-05,2.19E-05,6.60E-05,4.40E-05,0,1,81,82,2021-22,2024-16,,,,,,,,,
2021_20,slope8,1990,2,76,1.71E-05,-10.72705978,-9.32E-06,2.43E-05,45.66778949,0.487216364,,,-10.35318804,-0.003713407,0.007250028,45.66666667,2,152,73.31325301,-10.72775071,-9.340710522,-10.45989496,2.19E-05,2.19E-05,6.60E-05,4.40E-05,2,4,151,152,2021-22,2024-16,FALSE,10.72061536,645,34,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2021_20,linear,2000,0,120,-0.002620543,-12.28265296,,,,0.497050006,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-13.82277312,-11.33782577,-12.36177817,1.99E-06,6.95E-06,3.97E-06,3.97E-06,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,2000,0,152,-0.002620543,-12.53856952,0.001479677,0.001479677,0.001,0.541198889,,,-13.22568343,0.693149166,0.001,50.33333333,0,151,75.5,-13.8229389,-11.33782577,-12.4268539,9.93E-07,1.99E-06,3.97E-06,3.97E-06,0,1,150,151,2021-21,2024-16,,,,,,,,,
2021_20,slope7_lm,2000,0,152,-0.002620543,-12.81655514,0.012600696,-15.51005612,105337.1217,0.526138145,,,-13.22568343,0.693149166,0.001,50.33333333,0,151,75.5,-13.8229389,-11.33782577,-12.4268539,9.93E-07,1.99E-06,3.97E-06,3.97E-06,0,1,150,151,2021-21,2024-16,,,,,,,,,
2021_20,slope8,2000,0,152,-0.002620543,-12.43667185,4.87E-06,4.87E-06,50.33322855,0.545135765,,,-12.98302023,0.001479677,0.0001,50.33333333,1,152,76.5,-13.8229389,-11.33782577,-12.4268539,9.93E-07,1.99E-06,3.97E-06,3.97E-06,1,2,151,152,2021-21,2024-16,TRUE,31.65174868,465,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,2000,1,26,2.79E-05,-8.911587904,,,,0.135894767,linear_fit_t_mean=76.000000,,,,,,36,152,87.26923077,-8.913281136,-8.21676354,-8.884926944,0.00013459,0.000134608,0.000270088,0.000135062,36,39,144,152,2022-04,2024-16,,,,,,,,,
2021_20,slope7_success,2000,1,31,2.79E-05,-8.763333989,-0.022969911,12.70456557,8057.353632,0.160643215,,,-8.913953851,0.00013449,0.001,10,0,30,15,-8.914088347,-8.21676354,-8.867218739,0.000134481,0.000134499,0.000270088,0.000135062,0,1,29,30,2021-21,2024-16,,,,,,,,,
2021_20,slope7_lm,2000,1,31,2.79E-05,-8.763335747,-0.022973734,8.705700493,5522.061159,0.160644736,,,-8.913953851,0.00013449,0.001,10,0,30,15,-8.914088347,-8.21676354,-8.867218739,0.000134481,0.000134499,0.000270088,0.000135062,0,1,29,30,2021-21,2024-16,,,,,,,,,
2021_20,slope8,2000,1,31,2.79E-05,-8.914053547,2.81E-05,2.81E-05,50.33374351,0.176084987,,,-8.760949933,-0.003172674,0.006515197,50.33333333,1,152,74.93548387,-8.914088347,-8.21676354,-8.867218739,0.000134481,0.000134499,0.000270088,0.000135062,1,7,144,152,2021-21,2024-16,TRUE,0.695781997,375,24,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,2000,2,14,2.02E-05,-8.700800843,,,,0.000308798,linear_fit_t_mean=76.000000,,,,,,38,151,91.5,-8.701845361,-8.699681399,-8.70076374,0.000166279,0.000166306,0.000166611,0.000166639,38,48,122,151,2022-06,2024-15,,,,,,,,,
2021_20,slope7_success,2000,2,19,2.02E-05,-8.4451642,-0.040997938,10.42013779,3395.574303,0.230317841,,,-8.336527646,0.000166099,0.001,6,0,18,9,-8.703008635,-7.603731766,-8.643392884,0.000166085,0.000166113,0.000166611,0.000166639,0,1,17,18,2021-26,2024-15,,,,,,,,,
2021_20,slope7_lm,2000,2,19,2.02E-05,-8.445155995,-0.041017529,5.013414642,1636.608758,0.230319221,,,-8.336527646,0.000166099,0.001,6,0,18,9,-8.703008635,-7.603731766,-8.643392884,0.000166085,0.000166113,0.000166611,0.000166639,0,1,17,18,2021-26,2024-15,,,,,,,,,
2021_20,slope8,2000,2,16,2.02E-05,-8.702022909,-5.98E-06,2.79E-05,45.33333332,0.000143203,,,-8.702302934,1.23E-05,0.0001,45.33333333,6,151,70.73684211,-8.703008635,-7.603731766,-8.643392884,0.000166085,0.000166113,0.000166611,0.000166639,6,10,122,151,2021-26,2024-15,TRUE,0.000804782,265,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,-2,0,120,-0.002978185,-8.96658735,,,,0.133060878,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-9.235752349,-8.517665112,-8.957451331,0.000199906,0.00019092,0.000103116,0.000106361,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,-2,0,153,-0.002978185,-8.621076161,-0.004291091,0.805245911,60851.4783,0.152143751,,,-8.607143352,-0.108989333,0.128029203,50.66666667,0,152,76,-9.235752349,-8.228003513,-8.895835476,0.000195584,0.000175388,0.000103116,0.000106361,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm_invalid_params,-2,0,153,-0.002978185,-8.618546746,-0.003983978,-0.003998586,-24.9049186,,invalid parameters from LM slope7 fit,,-8.607143352,-0.108989333,0.128029203,50.66666667,0,152,76,-9.235752349,-8.228003513,-8.895835476,0.000195584,0.000175388,0.000103116,0.000106361,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,-2,0,153,-0.002978185,-8.710778094,-0.003023101,-0.002673499,50.66666345,0.157182104,,,-8.732560693,-0.003280785,0.0001,50.66666667,0,152,76,-9.235752349,-8.228003513,-8.895835476,0.000195584,0.000175388,0.000103116,0.000106361,0,1,151,152,2021-20,2024-16,TRUE,8.798733388,170,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_20,linear,-2,1,120,0.001182483,-8.455773972,,,,0.106065501,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-8.710196147,-8.221684294,-8.472497682,0.000176391,0.000196241,0.000202458,0.000175625,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,-2,1,153,0.001182483,-8.691859568,0.002256678,0.002256678,0.001,0.130223965,,,-9.04007409,0.120606963,0.001,50.66666667,0,152,76,-9.169064132,-8.221684294,-8.520352016,0.000104214,0.000117572,0.000202458,0.000175625,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm_invalid_params,-2,1,153,0.001182483,-8.824465397,0.007524107,3.331971811,-48011.03133,,invalid parameters from LM slope7 fit,,-9.04007409,0.120606963,0.001,50.66666667,0,152,76,-9.169064132,-8.221684294,-8.520352016,0.000104214,0.000117572,0.000202458,0.000175625,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,-2,1,153,0.001182483,-8.668863203,0.00205384,0.00205384,50.66659357,0.13075169,,,-8.887089065,0.002256678,0.0001,50.66666667,0,152,76,-9.169064132,-8.221684294,-8.520352016,0.000104214,0.000117572,0.000202458,0.000175625,0,1,151,152,2021-20,2024-16,FALSE,7.883324817,335,7,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2021_20,linear,-2,2,120,0.000176904,-7.298983236,,,,0.10555355,linear_fit_t_mean=76.000000,,,,,,33,152,92.5,-7.520890583,-6.897339647,-7.291594132,0.000636098,0.00066148,0.000603365,0.000640185,33,34,151,152,2022-01,2024-16,,,,,,,,,
2021_20,slope7_success,-2,2,153,0.000176904,-7.412706679,0.001203487,0.001203487,375.9775236,0.131128878,,,-7.689146208,0.002575558,0.001,50.66666667,0,152,76,-7.728626407,-6.897339647,-7.321241667,0.000440048,0.000441183,0.000603365,0.000640185,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope7_lm,-2,2,153,0.000176904,-7.769816132,0.040089856,-0.000232075,12.65002906,0.107286293,,,-7.689146208,0.002575558,0.001,50.66666667,0,152,76,-7.728626407,-6.897339647,-7.321241667,0.000440048,0.000441183,0.000603365,0.000640185,0,1,151,152,2021-20,2024-16,,,,,,,,,
2021_20,slope8,-2,2,138,0.000176904,-7.338660159,0.000518502,0.000518502,45.66710145,0.112771725,,,-7.27669206,-0.001127145,0.004230614,45.66666667,0,152,76,-7.728626407,-6.897339647,-7.321241667,0.000440048,0.000441183,0.000603365,0.000640185,0,1,151,152,2021-20,2024-16,TRUE,6.025275351,410,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1920,0,120,-0.003954871,-4.978285981,,,,0.225560734,linear_fit_t_mean=74.000000,,,,,,29,148,88.5,-6.036809155,-4.464536618,-5.012124587,0.008097685,0.007806072,0.003972463,0.00238917,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1920,0,149,-0.003954871,-4.773421643,-0.002892532,-0.002892532,16.78844515,0.24887143,,,-5.022008842,-0.058449199,0.001,49.33333333,0,148,74,-6.036809155,-4.257881212,-4.987468994,0.007377006,0.006958185,0.003972463,0.00238917,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm_invalid_params,1920,0,149,-0.003954871,-4.912292925,0.002772876,2.299592819,-30044.90665,,invalid parameters from LM slope7 fit,,-5.022008842,-0.058449199,0.001,49.33333333,0,148,74,-6.036809155,-4.257881212,-4.987468994,0.007377006,0.006958185,0.003972463,0.00238917,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope8,1920,0,149,-0.003954871,-4.771361851,-0.002711424,-0.002711424,49.33320835,0.249472917,,,-5.047701529,-0.002892532,0.0001,49.33333333,0,148,74,-6.036809155,-4.257881212,-4.987468994,0.007377006,0.006958185,0.003972463,0.00238917,0,1,147,148,2021-24,2024-16,TRUE,14.92372973,255,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1920,1,117,0.002302387,-5.071311313,,,,0.580286973,linear_fit_t_mean=74.000000,,,,,,29,148,88.30769231,-6.933422947,-4.228031834,-5.200331607,0.006300651,0.004520803,0.003703708,0.005586607,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1920,1,146,0.002302387,-5.234859146,0.00067476,0.00067476,0.001,0.547545722,,,-5.340261584,1.307481927,0.001,48.33333333,0,145,72.5,-6.933422947,-4.228031834,-5.185939051,0.00222552,0.008227421,0.003703708,0.005586607,0,1,144,145,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm,1920,1,146,0.002302387,-5.190927565,-0.00115575,47.18255938,1868732.254,0.547173303,,,-5.340261584,1.307481927,0.001,48.33333333,0,145,72.5,-6.933422947,-4.228031834,-5.185939051,0.00222552,0.008227421,0.003703708,0.005586607,0,1,144,145,2021-24,2024-16,,,,,,,,,
2021_24,slope8,1920,1,146,0.002302387,-4.86454112,-0.012939544,0.005683082,49.33268562,0.561686017,,,-5.131586334,-0.00242934,0.003926588,49.33333333,0,148,73.54794521,-6.933422947,-4.228031834,-5.185939051,0.00222552,0.008227421,0.003703708,0.005586607,0,1,147,148,2021-24,2024-16,TRUE,29.40354396,330,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1920,2,120,0.001080083,-5.15196624,,,,0.168544846,linear_fit_t_mean=74.000000,,,,,,29,148,88.5,-5.580188728,-4.619643197,-5.144957851,0.005078093,0.00631905,0.005922369,0.005181359,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1920,2,149,0.001080083,-5.300696427,0.001634171,0.001634174,0.001000008,0.175522047,,,-5.445081066,0.173699628,0.001,49.33333333,0,148,74,-5.757346714,-4.619643197,-5.179767542,0.004110371,0.004890101,0.005922369,0.005181359,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm_invalid_params,1920,2,149,0.001080083,-5.404089887,0.005852237,1.727643983,-30250.56565,,invalid parameters from LM slope7 fit,,-5.445081066,0.173699628,0.001,49.33333333,0,148,74,-5.757346714,-4.619643197,-5.179767542,0.004110371,0.004890101,0.005922369,0.005181359,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope8,1920,2,134,0.001080083,-5.124340391,-0.003020865,0.001637166,44.33338154,0.167273885,,,-5.113964584,-0.002269779,0.005158674,44.33333333,0,148,74,-5.757346714,-4.619643197,-5.179767542,0.004110371,0.004890101,0.005922369,0.005181359,0,1,147,148,2021-24,2024-16,FALSE,8.602080541,355,10,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1930,0,120,-0.002676192,-5.704883627,,,,0.18860678,linear_fit_t_mean=74.000000,,,,,,29,148,88.5,-6.114773714,-5.205509261,-5.708586822,0.005165365,0.004755711,0.003216816,0.003227197,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1930,0,149,-0.002676192,-5.515743173,-0.002206415,-0.002206415,0.117288229,0.213886809,,,-5.644933319,-0.092329504,0.213106366,49.33333333,0,148,74,-6.114773714,-4.957818608,-5.679017856,0.00380319,0.003467766,0.003216816,0.003227197,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm_invalid_params,1930,0,149,-0.002676192,-5.524537317,-0.001847591,0.212988444,-44349.67449,,invalid parameters from LM slope7 fit,,-5.644933319,-0.092329504,0.213106366,49.33333333,0,148,74,-6.114773714,-4.957818608,-5.679017856,0.00380319,0.003467766,0.003216816,0.003227197,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope8,1930,0,149,-0.002676192,-5.639654116,-0.001147293,-0.001147293,49.33332497,0.223374809,,,-5.667393767,-0.002206415,0.0001,49.33333333,0,148,74,-6.114773714,-4.957818608,-5.679017856,0.00380319,0.003467766,0.003216816,0.003227197,0,1,147,148,2021-24,2024-16,FALSE,12.74019601,420,16,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1930,1,120,0.000197077,-5.97921631,,,,0.238230422,linear_fit_t_mean=74.000000,,,,,,29,148,88.5,-6.544926816,-5.48605756,-6.002993805,0.00261407,0.00206382,0.002352942,0.001606856,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1930,1,149,0.000197077,-6.043109764,0.000419506,0.000419506,6634.647197,0.230130046,,,-6.020356569,0.339579146,0.001,49.33333333,0,148,74,-6.544926816,-5.48605756,-6.012066345,0.002215495,0.003111344,0.002352942,0.001606856,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm_invalid_params,1930,1,149,0.000197077,-6.072695557,0.001627004,3.416736849,-209335.429,,invalid parameters from LM slope7 fit,,-6.020356569,0.339579146,0.001,49.33333333,0,148,74,-6.544926816,-5.48605756,-6.012066345,0.002215495,0.003111344,0.002352942,0.001606856,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope8,1930,1,149,0.000197077,-6.070742791,0.00102494,0.00102494,49.33315542,0.232234222,,,-6.149132764,0.005569975,0.001574788,49.33333333,0,148,74,-6.544926816,-5.48605756,-6.012066345,0.002215495,0.003111344,0.002352942,0.001606856,0,1,147,148,2021-24,2024-16,TRUE,13.84523714,310,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2021_24,linear,1930,2,120,0.001632454,-6.168080417,,,,0.113094276,linear_fit_t_mean=74.000000,,,,,,29,148,88.5,-6.490013408,-5.761729875,-6.158155363,0.001711501,0.001814812,0.002173059,0.002156254,29,30,147,148,2022-01,2024-16,,,,,,,,,
2021_24,slope7_success,1930,2,149,0.001632454,-6.373345223,0.002337277,0.002337283,0.275863481,0.129535634,,,-6.554957752,-0.024671277,0.020232834,49.33333333,0,148,74,-6.698646844,-5.761729875,-6.20038632,0.001436972,0.001401953,0.002173059,0.002156254,0,1,147,148,2021-24,2024-16,,,,,,,,,
2021_24,slope7_lm_invalid_params,1930,2,149,0.001632454,-6.474794908,0.006476562,2.277409642,-40643.14916,,invalid parameters from LM slope7 fit,,-6.554957752,-0.024671277,0.020232834,49.33333333,0,148,74,-6.698646844,-5.761729875,-6.20038632,0.001436972,0.001401953,0.002173059,0.002156254,0,1,147,148,2021-24,2024-16,,,,,,,,,
